movieCd,title,openDt,nation,genre,director,company
20224493,잠자리 구하기,20241016,한국,다큐멘터리,홍다예,삼녀강 필름
20248129,엘리자벳: 더 뮤지컬 라이브,20241016,한국,공연,박재석,(주)위즈온센
20244944,아이브 더 퍼스트 월드투어 인 시네마,20241016,한국,공연,조윤수,(주)영화사 그램
20232140,빚가리,20241016,한국,코미디,고봉수,필름다빈
20226545,한국이 싫어서,20240828,한국,드라마,장건재,(주)모쿠슈라
20236468,연련,20240327,한국,가족,강서곤,나도밤보 주식회사
20240205,내 손끝에 너의 온도가 닿을 때,20240515,한국,멜로/로맨스,양경희,주식회사 넘버쓰리픽쳐스
20203557,그녀가 죽었다,20240515,한국,미스터리,김세휘,엔진 필름
20245129,정국: 아이 엠 스틸 위드 유,20241009,한국,공연,,(주)하이브
20244580,재즈처럼 더 무비,20241002,한국,드라마,,(주)아이피큐
20235383,영웅들의 눈물,20241002,한국,전쟁,장태령,주식회사 케이엠스타
20234711,해야 할 일,20240925,한국,드라마,박홍준,영화사 나른
20243966,태용: 티와이 트랙 인 시네마,20240925,한국,공연,오윤동,씨제이포디플렉스 주식회사
20242794,임영웅│아임 히어로 더 스타디움,20240828,한국,공연,조우영,(주)씨제이이엔엠
20244173,[마이 아티 필름] 보이넥스트도어 : 부모님 관람 불가,20240904,한국,드라마,,(주)씨제이이엔엠
20233234,문경,20240828,한국,드라마,신동일,비아신 픽처스
20234709,장손,20240911,한국,가족,오정민,영화사 대명
20243721,정국: 아이 엠 스틸,20240918,한국,공연,박준수,(주)하이브
20242401,수유천,20240918,한국,드라마,홍상수,(주)영화제작전원사 
20243409,"오빠, 남진",20240904,한국,공연,정인성,(주)바보들
20234684,그녀에게,20240911,한국,드라마,이상철,애즈필름
20248106,영웅: 라이브 인 시네마,20240821,한국,공연,박재석,(주)위즈온센
20247977,1923 간토대학살,20240815,한국,다큐멘터리,김태영,(주)인디컴
20229365,필사의 추격,20240821,한국,코미디,김재훈,(주)콘텐츠지
20247703,바리데기,20240904,한국,공포(호러),이세원,주식회사 제이호컴퍼니
20243667,기기묘묘2,20240904,한국,공포(호러),정재희,필름다빈
20236233,엄마의 왕국,20240724,한국,범죄,이상학,한국영화아카데미
20247435,둠벙,20240829,한국,미스터리,이동주,식스스트릿
20247074,건국전쟁,20240201,한국,다큐멘터리,김덕영,다큐스토리
20223572,한 밤의 판타지아,20240828,한국,드라마,이현지,주식회사 씨엠닉스
20240516,풍기,20240828,한국,코미디,박규식,(주)마이더스필름
20243941,"[마이 아티 필름] 루시: 개화, 히어로 그리고 낙화",20240828,한국,판타지,,(주)씨제이이엔엠
20208911,탈출: 프로젝트 사일런스,20240712,한국,스릴러,김태곤,씨제이이엔엠 스튜디오스 주식회사
20225969,늘봄가든,20240821,한국,공포(호러),구태진,(주)바이어스이엔티
20243222,[마이 아티 필름] 온앤오프 : 뷰티풀 뷰티풀,20240807,한국,드라마,,(주)씨제이이엔엠
20233038,리볼버,20240807,한국,범죄,오승욱,(주)사나이픽처스
20234450,양지뜸,20240821,한국,다큐멘터리,김상패,스물둘
20241584,실리카겔 <파워 앙드레 99>,20240821,한국,공연,,씨제이 씨지브이(CJ CGV)(주)
20242344,신비아파트 특별편: 붉은 눈의 사신,20240814,한국,애니메이션,,(주)씨제이이엔엠
20241416,그리고 목련이 필때면,20240815,한국,다큐멘터리,,주식회사 흥픽쳐스
20242473,세븐틴 투어 ‘팔로우’ 어게인 투 시네마,20240814,한국,공연,오윤동,씨제이포디플렉스 주식회사
20243310,박정희: 경제대국을 꿈꾼 남자 특별판,20240814,한국,공연,손현우,(주)파이브데이
20242443,베베핀 플레이타임,20240720,한국,애니메이션,변희선,더핑크퐁컴퍼니(주)
20240984,박정희: 경제대국을 꿈꾼 남자,20240710,한국,공연,손현우,(주)파이브데이
20248465,하이재킹,20240621,한국,범죄,김성한,(주)퍼펙트스톰필름
20212336,수카바티: 극락축구단,20240731,한국,다큐멘터리,선호빈,영화연구소
20236400,조선인 여공의 노래,20240807,한국,다큐멘터리,이원식,영화제작소 정감
20233271,땅에 쓰는 시,20240417,한국,다큐멘터리,정다운,기린그림
20235819,샤인,20240731,한국,드라마,박석영,제주에스엘(주)
20232139,보통의 우주는 찬란함을 꿈꾸는가? ,20240626,한국,코미디,김보원,㈜인디스토리
20242098,헬로카봇 올스타 스페셜,20240731,한국,애니메이션,이슬기,(주)초이락컨텐츠컴퍼니
20241591,블랙핑크 월드투어 [본 핑크] 인 시네마,20240731,한국,공연,민근,씨제이포디플렉스 주식회사
20229299,똥 싸는 소리,20240731,한국,드라마,조재형,사단법인 광주영화영상인연대
20242731,2023 심규선 단독 콘서트 : 우리 앞의 세계,20240727,한국,공연,이승남,(주)영화사 그램
20241720,토끼는 어디로 갔나요?,20240717,한국,공연,,한국문화예술위원회
20225866,진주의 진주,20240724,한국,드라마,김록경,겸필름
20242349,이준호 콘서트 : 다시 만나는 날,20240724,한국,공연,,(주)제이와이피엔터테인먼트
20241984,2023 영탁 단독 콘서트 : 탁쇼2,20240718,한국,공연,,씨제이 씨지브이(CJ CGV)(주)
20249994,노무현과 바보들: 못다한 이야기,20240523,한국,,김재희,(주)바보들
20241405,볼빨간사춘기: 메리 고 라운드 더 무비,20240712,한국,,조윤수,(주)영화사 그램
20240479,타로,20240614,한국,,,영화사 우상
20241867,2024 박은빈 팬 콘서트 <은빈노트 : 디바>,20240710,한국,,,
20235563,정직한 사람들,20240626,한국,,김문경,(주)제이플러스비
20241284,다큐 황은정 : 스마트폰이 뭐길래,20240703,한국,,팽성우,파괴연구소
20249490,목화솜 피는 날,20240522,한국,,신경수,연분홍치마
20231041,댓글부대,20240327,한국,,안국진,(주)영화적순간
20241082,쿵쿵따 탐험대,20240626,한국,,이광범,(주)니즈텔레콤
20230842,우리와 상관없이,20240626,한국,,유형준,영화사 능소
20240769,감독판 김일성의 아이들,20240625,한국,,김덕영,다큐스토리프로덕션
20249121,"안전제일, 놀이퀴즈 최강전",20240411,한국,,이광범,(주)니즈텔레콤
20211062,판문점,20240619,한국,,송원근,뉴스타파 필름
20223596,아주 오래된 미래도시,20240619,한국,,조은성,로그필름
20240397,김준수 콘서트 무비 챕터 원 : 레크리에이션,20240605,한국,,조윤수,(주)영화사 그램
20225823,카브리올레,20240619,한국,,조광진,(주)마파람
20232998,대치동 스캔들,20240619,한국,,김수인,로맨틱트라우마픽처스
20191143,원더랜드,20240605,한국,,김태용,(주)영화사봄
20232315,다우렌의 결혼,20240612,한국,,임찬익,한국영화아카데미
20212353,생츄어리,20240612,한국,,왕민철,케플러49
20227681,다섯 번째 방,20240605,한국,,전찬영,탄탄필름
20240162,빼꼼: 미션 투 마스,20240601,한국,,,
20210127,화녀,20240314,한국,,유영선,(주)베러투모로우
20234675,파묘,20240222,한국,,장재현,(주)쇼박스
20212393,정순,20240417,한국,,정지혜,시네마루
20236181,은하수,20240410,한국,,최정한,(주)허그아이엔티엘
20235253,외계+인 2부,20240110,한국,,최동훈,(주)케이퍼필름
20247437,브레드이발소: 셀럽 인 베이커리타운,20240301,한국,,정지환,주식회사 브레드이발소
20228797,범죄도시4,20240424,한국,,허명행,주식회사 빅펀치픽쳐스
20232263,모르는 이야기,20240424,한국,,양근영,한국영화아카데미
20247228,뒤주,20240328,한국,,김지운,(주)그노스
20247933,당신이 잠든 사이,20240320,한국,,장윤현,(주)로그라인스튜디오
20248670,다시 김대중-함께 합시다,20240328,한국,,김진홍,(주)영화사메이플러스
20228558,늦더위,20240522,한국,,서한솔,모로가도서울
20235353,길위에 김대중,20240110,한국,,민환기,(주)명필름
20246953,검은 소년,20240207,한국,,서정원,한국영화아카데미
20247038,DMZ 동물 특공대,20240214,한국,,홍인표,자루 스튜디오
20219375,1980,20240327,한국,,강승용,히스토리 디앤피
20249534,분노의 강,20240529,한국,,윤철형,뉴크마그(주)
20232138,미지수,20240508,한국,,이돈구,디케이 프로덕션
20227650,이어지는 땅,20240110,한국,,조희영,
20248585,팅크족,20240426,한국,,,솔앤드 주식회사
20247355,여행자의 필요,20240424,한국,,홍상수,(주)영화제작전원사 
20247525,드라이브,20240424,한국,,정연,스튜디오 이상한 나라의 원더랜드
20227657,돌들이 말할 때까지,20240417,한국,,김경만,(주)영화사백호
20247784,8인의 용의자들,20240417,한국,,오인천,(주)영화맞춤제작소 영화공장
20236230,씬,20240403,한국,,한동석,(주)도어이앤엠
20212668,도그데이즈,20240207,한국,,김덕민,(주)씨제이이엔엠
20249153,에스파: 월드 투어 인 시네마,20240410,한국,,김하민,스크린엑스 스튜디오
20247973,어게인 1997,20240410,한국,,신승훈,(주)로그라인스튜디오
20248586,슈가│어거스트 디 투어 ‘디-데이’ 더 무비,20240410,한국,,박준수,(주)하이브
20235145,기적의 시작,20240222,한국,,권순도,퓨어웨이픽쳐스
20248494,우당탕탕 운동회,20240403,한국,,이광범,(주)니즈텔레콤
20201502,유미의 세포들 더 무비,20240403,한국,,,(주)로커스
20234772,그날의 딸들,20240403,한국,,고훈,(주)미학인 우주선
20206946,시민덕희,20240124,한국,,박영주,(주)씨제스스튜디오
20223125,세월: 라이프 고즈 온,20240327,한국,,장민경,독바위 프로덕션
20248393,이승윤 콘서트 도킹 : 리프트오프,20240322,한국,,,마름모
20225313,그날이 와버렸네,20240321,한국,,김충길,김충길 필름
20235458,머릿속을,20240124,한국,,조성규,(주)와우
20236568,목스박,20240320,한국,,고훈,스튜디오설 
20236556,"주사위놀이, 마불 세계여행",20240103,한국,,이광범,(주)니즈텔레콤
20211477,데드맨,20240207,한국,,하준원,(주)팔레트픽처스
20247405,우리집에 이채담이 산다,20240308,한국,,모니카,(주)영진크리에이티브
20235114,부활 그 소망,20240307,한국,,김상철,파이오니아21
20247695,조폭인 내가 고등학생이 되었습니다,20240222,한국,,이성택,주식회사 넘버쓰리픽쳐스
20247473,아이엠 티라노,20240301,한국,,,
20246966,아기상어 극장판: 사이렌 스톤의 비밀,20240207,한국,,,
20211547,서바이벌 택틱스,20240221,한국,,박근영,요지경필름
20211548,벗어날 탈 脫,20240221,한국,,서보형,사보타지 필름
20210707,K스쿨,20240221,한국,,박미경,주식회사 강컨텐츠
20247158,에스파: 마이 퍼스트 페이지,20240214,한국,,김지선,(주)에스엠엔터테인먼트
20247436,대니초 : 코리안 드림,20240214,한국,,,메타코미디
20226638,아네모네,20240207,한국,,정하용,주식회사 시네마천국
20236907,지오디 마스터피스 더 무비,20240110,한국,,손석,
20230984,간신의 피,20240103,한국,,권하,묘명동화
